lead_time,adr,total_nights,total_guests,adr_per_guest,total_of_special_requests,booking_changes,previous_cancellations,days_in_waiting_list,required_car_parking_spaces,is_repeated_guest,room_mismatch,hotel,market_segment,deposit_type,customer_type,meal,arrival_season
7,175.0,5,2,87.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
158,112.7,9,2,56.35,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
80,186.0,4,2,93.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
80,172.0,4,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
55,172.0,3,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
24,0.0,0,2,0.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
186,128.65,11,2,64.325,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
175,103.2,14,2,51.6,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
185,154.79,7,3,51.596666666666664,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
137,157.27,11,2,78.635,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
179,104.55,11,2,52.275,3,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
171,106.85,9,2,53.425,3,0,0,0,0,1,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
179,106.55,11,2,53.275,3,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
171,104.85,9,2,52.425,3,0,0,11,0,1,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
26,219.1,9,2,109.55,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
28,271.0,3,4,67.75,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
49,193.0,4,2,96.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
49,206.17,6,2,103.085,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
158,136.73,11,2,68.365,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
26,179.0,5,2,89.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
227,76.8,9,2,38.4,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
29,179.0,2,2,89.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
12,203.33,3,2,101.665,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
127,227.0,7,4,56.75,0,6,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
6,117.2,4,2,58.6,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
134,144.9,7,2,72.45,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
0,189.0,1,2,94.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
34,203.0,5,2,101.5,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
152,102.8,4,2,51.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
49,208.34,7,3,69.44666666666667,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
0,0.0,0,2,0.0,0,0,0,0,0,1,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
17,183.5,4,2,91.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
163,103.11,12,2,51.555,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
132,224.5,4,3,74.83333333333333,2,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
72,189.5,4,3,63.166666666666664,2,5,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
92,192.0,4,2,96.0,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
38,179.0,1,2,89.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,139.0,1,2,69.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,149.0,1,2,74.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
154,160.0,4,2,80.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
176,151.4,7,2,75.7,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
147,150.0,4,3,50.0,2,1,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
132,144.0,4,2,72.0,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
132,196.5,4,4,49.125,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
1,249.0,3,4,62.25,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,176.0,4,2,88.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
81,174.0,6,3,58.0,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,FB,Summer
0,149.0,1,2,74.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,54.0,1,2,27.0,1,0,0,0,1,1,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Fall
160,102.8,4,2,51.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
160,102.8,4,2,51.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
186,106.55,12,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
0,149.0,1,2,74.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
132,198.5,4,4,49.625,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,149.0,1,2,74.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
81,194.29,7,2,97.145,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
97,230.0,1,2,115.0,2,6,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
94,160.0,2,2,80.0,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
68,232.0,4,2,116.0,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
36,231.88,4,1,231.88,1,2,0,0,1,1,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
173,90.1,11,2,45.05,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
175,112.2,14,2,56.1,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
122,160.0,3,2,80.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
225,175.5,4,3,58.5,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
91,181.0,10,2,90.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,131.0,1,2,65.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
15,295.0,6,3,98.33333333333333,1,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,Undefined,Summer
15,243.0,6,2,121.5,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,Undefined,Summer
18,191.0,5,2,95.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
145,190.0,5,3,63.333333333333336,1,1,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,Undefined,Summer
115,172.0,4,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
18,205.5,1,4,51.375,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
194,174.92,6,2,87.46,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
166,112.7,7,2,56.35,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
166,110.7,7,2,55.35,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
163,104.55,7,2,52.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
15,167.2,5,2,83.6,0,0,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,149.0,1,2,74.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
36,205.5,4,2,102.75,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,102.8,5,2,51.4,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
163,141.05,9,2,70.525,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
3,182.1,5,3,60.699999999999996,0,0,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,50.0,1,2,25.0,2,0,0,0,0,1,0,Resort Hotel,Direct,No Deposit,Transient,BB,Winter
1,85.0,1,1,85.0,2,0,0,0,0,1,1,Resort Hotel,Direct,No Deposit,Transient,BB,Spring
1,119.7,1,2,59.85,3,0,2,0,0,1,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
49,158.0,5,1,158.0,3,0,3,0,0,1,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
20,194.0,3,2,97.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,166.0,1,2,83.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
129,161.6,7,3,53.86666666666667,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
187,203.4,10,4,50.85,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
21,204.0,6,2,102.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
165,90.1,7,1,90.1,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
153,203.5,5,3,67.83333333333333,3,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,Undefined,Summer
144,145.1,7,2,72.55,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
140,150.0,4,2,75.0,1,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
200,108.0,7,2,54.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
86,182.0,5,2,91.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,160.43,7,2,80.215,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
143,142.0,7,2,71.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
234,77.03,3,2,38.515,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
234,75.03,3,2,37.515,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
2,143.0,1,2,71.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
51,138.6,7,2,69.3,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
193,135.9,7,2,67.95,1,0,0,0,0,1,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
29,187.57,3,3,62.52333333333333,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
177,197.0,7,3,65.66666666666667,2,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
70,170.2,5,2,85.1,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
94,182.0,3,3,60.666666666666664,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Group,BB,Summer
201,112.57,7,2,56.285,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
133,106.55,10,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
72,160.0,7,2,80.0,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
159,224.0,6,2,112.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
139,203.86,7,3,67.95333333333333,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
236,128.57,7,2,64.285,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
236,210.0,7,3,70.0,2,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
131,130.55,7,2,65.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
181,136.8,14,2,68.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
85,207.0,7,2,103.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
3,181.18,5,3,60.39333333333334,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
184,139.0,4,2,69.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
13,210.71,7,2,105.355,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
3,151.2,3,2,75.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
169,173.67,3,2,86.835,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
156,102.8,4,2,51.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
145,110.79,6,2,55.395,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
156,102.8,4,2,51.4,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
61,160.0,7,2,80.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
19,194.33,3,2,97.165,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
107,219.0,3,2,109.5,2,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
139,104.55,10,2,52.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
7,194.0,2,2,97.0,2,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
101,257.0,4,3,85.66666666666667,3,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
50,276.6,7,3,92.2,1,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
11,138.0,1,2,69.0,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient-Party,BB,Summer
11,126.0,1,3,42.0,1,3,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient-Party,BB,Summer
76,224.0,8,2,112.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
98,140.8,8,1,140.8,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
4,198.5,4,2,99.25,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
179,142.86,7,2,71.43,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
147,127.2,2,2,63.6,1,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
144,102.41,7,2,51.205,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
51,202.0,8,3,67.33333333333333,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
125,106.55,7,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
22,157.87,3,2,78.935,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
166,154.0,7,2,77.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
176,193.67,6,2,96.835,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
176,203.67,6,1,203.67,2,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
28,179.2,5,2,89.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
104,252.6,3,4,63.15,0,6,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
104,252.6,3,4,63.15,0,4,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
126,184.0,2,2,92.0,1,1,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
61,160.0,3,2,80.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
18,180.34,7,2,90.17,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
61,172.0,3,2,86.0,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
119,180.0,5,2,90.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
147,159.5,7,3,53.166666666666664,2,1,0,0,1,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
29,194.5,2,2,97.25,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
185,138.01,10,2,69.005,2,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
157,121.0,3,2,60.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
15,144.8,5,2,72.4,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
157,122.4,3,2,61.2,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
158,205.7,7,4,51.425,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
242,110.8,14,2,55.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
0,185.0,2,3,61.666666666666664,0,1,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
38,271.0,4,4,67.75,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
182,160.0,5,2,80.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
127,102.8,5,2,51.4,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
127,133.2,5,3,44.4,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
230,130.82,14,2,65.41,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
5,207.5,4,2,103.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
38,259.0,4,4,64.75,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
28,188.1,5,2,94.05,0,2,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
174,155.11,7,3,51.70333333333334,2,3,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
171,126.8,7,2,63.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
87,138.6,6,2,69.3,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
104,51.29,7,2,25.645,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
144,138.25,3,2,69.125,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
114,10.0,3,2,5.0,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
183,142.94,4,2,71.47,1,0,0,0,0,1,0,Resort Hotel,Direct,No Deposit,Group,BB,Summer
165,57.0,7,2,28.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
158,209.0,7,2,104.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
83,192.0,5,2,96.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
173,123.64,7,3,41.21333333333333,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
48,253.0,2,2,126.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
48,241.0,2,2,120.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
74,172.0,3,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
158,278.0,7,4,69.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
185,139.52,10,3,46.50666666666667,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
71,160.0,4,2,80.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
161,97.76,7,2,48.88,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
3,189.0,3,2,94.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
162,135.5,12,3,45.166666666666664,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
176,104.81,14,2,52.405,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
45,223.0,2,2,111.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
96,281.0,9,2,140.5,0,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,Undefined,Summer
103,216.5,7,2,108.25,1,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
45,209.0,2,2,104.5,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
151,152.2,7,2,76.1,0,4,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
158,117.2,10,2,58.6,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
161,121.77,6,2,60.885,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
16,217.0,5,4,54.25,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
127,162.0,7,2,81.0,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
66,164.0,3,2,82.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
119,123.2,5,2,61.6,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
84,235.0,10,2,117.5,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
18,206.0,3,2,103.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
118,142.64,7,3,47.54666666666666,2,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
177,119.85,7,2,59.925,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
345,196.7,12,2,98.35,4,2,0,0,0,1,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
4,118.0,1,1,118.0,0,0,0,0,0,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
4,118.0,1,1,118.0,0,0,0,0,0,0,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
1,231.0,2,2,115.5,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
106,226.0,6,2,113.0,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
4,118.0,1,1,118.0,0,0,0,0,0,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
165,100.8,7,2,50.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
154,115.0,4,3,38.333333333333336,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,176.0,1,2,88.0,2,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
85,165.56,9,2,82.78,2,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
119,158.2,7,2,79.1,0,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,241.0,1,3,80.33333333333333,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
246,94.63,7,2,47.315,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
98,172.0,3,2,86.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
67,195.0,1,2,97.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
154,127.0,4,3,42.333333333333336,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
18,212.0,10,2,106.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
117,194.49,7,2,97.245,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
53,128.0,5,2,64.0,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
192,112.2,7,2,56.1,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
154,92.1,7,2,46.05,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
122,240.0,7,4,60.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
155,106.55,7,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
